,address,advantage,city,company_name,education,industry,industrylabels,label,position_detail,position_name,salary,size,stage,work_year
43,,"弹性工作,年底双薪",上海,上海钧正网络科技有限公司,本科,"移动互联网,硬件",[],"['绩效奖金', '年底双薪', '股票期权', '交通补助']","
职位描述：

工作职责：
-负责机器学习、深度学习领域的技术研发工作，包括但不限于神经网络模型设计与优化、强化学习、迁移学习、主动学习、维度降低、核方法、谱方法、特征提取与稀疏学习、等级学习、推荐、随机优化等的算法和系统研发；
-对计算机视觉、语音识别、自然语言处理等某个领域内提供模型支持；
-负责机器学习尤其是深度学习前沿问题的探索与研究，结合未来实际应用场景，提供全面的技术解决方案。
工作要求：
-本科以上学历，计算机视觉、机器学习、人工智能、数据挖掘、信息检索、自然语言处理、语音识别等领域的计算机科学、电子工程或其它人工智能相关专业毕业；
-有机器学习、深度学习、人工智能、计算机视觉等领域全球领先企业的工作经验者优先；
-精通至少一种编程语言，包括但不限于Java、go、C/C++、C#、Python等；
-有深度学习学术或工程项目经验者优先考虑。

",机器学习实习生,4k-6k,2000人以上,D轮及以上,不限
44,"['五道口', '中关村', '清华大学']","五道口,技术大牛,数据可视化,下午茶",北京,北京数猎天下科技有限公司,本科,"数据服务,企业服务","['大数据', '算法', '数据分析']","['年底双薪', '交通补助', '带薪年假', '帅哥多']","
职位描述：

【你要负责的事】：
1、基于机器学习/深度学习进行公司大数据分析相关产品的研发；
2、利用机器学习/深度学习建立业务预测模型，指导客户决策；
3、进行大数据量的用户行为数据的处理、清洗和挖掘，并持续迭代优化推荐策略；
4、从数据中发现现有系统和算法的不足，提出改进的算法并推动实现
5、追踪业内前沿技术，结合业务特点，探索将前沿的算法技术应用于实际业务
【我们需要你】：
1、统招本科及以上学历，计算机、统计学、数学等背景优先；
2、有3年以上大数据相关研发经验，2年以上机器学习经验；
3、精通Python语言及相关的开发工具，熟悉特征工程，熟悉数据处理的基础件；
4、较好的数据挖掘处理经验，熟悉常用的机器学习算法；
5、有较多的程序开发经验，对数据结构和算法知识应用熟练，有大数据处理经验者更佳；
6、良好的沟通和推动能力，主动性强。

",机器学习,33k-61k,50-150人,A轮,3-5年
45,,免费三餐，租房补贴，扁平管理，职业大牛,深圳,北京字节跳动科技有限公司,硕士,"移动互联网,数据服务",[],"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']","
职位描述：

        职位职责：
1、利用机器学习技术，改进VoIP/直播中的音频、视频质量；
2、参与模型训练，模型服务，样本管理，资源调度等机器学习相关问题的开发。

职位要求：
1、热爱计算机科学和互联网技术，对人工智能类产品有浓厚兴趣；
2、具备强悍的编码能力，熟悉 linux 开发环境，熟悉 C++ 和 Python 语言优先；
3、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情
4、有扎实的数据结构和算法功底，熟悉机器学习、自然语言处理、数据挖掘中一项或多项；
5. 有音视频相关知识优先。
        
",机器学习实习生-音视频,8k-10k,2000人以上,C轮,不限
46,,"超高分红,高额补贴,诱人薪资,技术大牛",北京,上海莱壳企业管理有限公司,本科,"移动互联网,企业服务","['硬件制造', '算法']","['年底双薪', '帅哥多', '绩效奖金', '专项奖金']","
职位描述：

岗位职责：
1. 负责自研深度学习部署框架及外围工具开发；
2. 负责自研深度学习算法在产品端实现及优化；
3. 参与量化及模型压缩相关算法的研发；
?
岗位要求：
1. 嵌入式系统软件开发经验；
2. 扎实的C/C++编程功底，熟悉某种架构下的汇编语言更佳；
3. 熟悉计算机体系结构以及并行计算基本技术，具备至少一种硬件架构下的SIMD调优经验；
4. 熟悉掌握至少一种主流深度学习框架使用，包括但不限于caffe、tensorflow、pytorch等；
?
符合以下某一条件者优先：
1. 有矩阵运算，计算机视觉和图像处理算法在各种硬件设备移植经验的优先。
2. 熟悉移动端GPU，至少掌握一种异构计算编程技术：包括但不限于openCL、openGL或Vulkan；
3. 有深度学习框架（开源或自研）开发经历者；
4. 对高性能计算，异构计算和性能优化工作有强烈的兴趣。

",机器学习/深度学习优化工程师.,30k-60k,150-500人,B轮,3-5年
47,,技术氛围好，晋升空间大，双休，加班补贴,武汉,武汉易酒批电子商务有限公司,本科,"电子商务,移动互联网","['电商', '大数据']","['带薪年假', '绩效奖金', '管理规范', '岗位晋升']","
职位描述：

薪资：15000-35000??

职位描述（电商方向，武汉）：
1. 交易波动分析：找出交易异常波动的原因；
2. 用户画像：负责构建大数据用户画像、用户标签分类、搭建风控和营销结果分析系统；
3. 智能定价：包括产品自动定价、智能排序等。
4. 基于复杂业务场景和海量数据环境进行深度数据挖掘，洞察业务痛点，规划整体数据解决方案并带领团队落地实现。

任职要求：
1. 数理统计和计算机相关专业本科以上学历；
2. 熟悉linux平台，熟练使用python/C++/Java/Scala等一种或多种编程语言，熟练掌握常用算法和数据结构；
3. 系统扎实的机器学习、深度学习理论基础，动手实践能力强，熟悉scikit-learn, tensorflow等主流框架；
4. 有大数据分布式平台研发经验优先，如hive/Spark等；
5. 有推荐、广告、搜索、自然语言处理、计算机视觉等领域应用经验或学术成果优先。

",机器学习，数据建模,15k-30k,500-2000人,B轮,3-5年
48,"['望京', '来广营']","飞速发展,大佬领投,顶级团队,海量数据",北京,北京数美时代科技有限公司,本科,"企业服务,数据服务","['广告营销', '金融', 'NLP', '算法']","['年底双薪', '大数据', '带薪年假', '通讯津贴']","
职位描述：

360、小米、百度等顶级互联网公司联合投资，顶级大数据公司

?岗位职责：
1、基于数美海量数据进行数据建模与分析
2、对海量数据进行feature?selection,?combination等feature?engineering工作?
3、针对海量用户行为数据，构建用户兴趣属性，金融属性画像，欺诈属性等多维度画像?
4、基于海量画像数据，构建金融风控，互联网反作弊，精准营销，垃圾内容等模型和服务

职位要求：
1、硕士及以上学历，机器学习或统计学习建模领域拥有实际工作经验；
2、良好的逻辑思维能力，能够从海量数据中发现有价值的规律，熟悉大规模数据挖掘、机器学习等基本算法；
3、编程基础扎实，熟悉算法数据结构，有超过2年以上C++或Python开发经验 ?
4、有金融模型、广告算法、推荐算法等相关领域研究或实践经验者优先；
5、 踏实勤奋，自我驱动 ?
?

公司福利待遇
有竞争力的薪酬
期权奖励
五险一金+商业保险
午餐+晚餐补助
交通+通讯+电脑补贴
结婚+生育+丧葬+住院礼金
伯乐奖金
年假8天起+带薪病假
年度体检、零食畅享、团队建设、生日会、弹性办公


数美领先的大数据技术、产品与服务提供商
我们正在经历一个IT到DT的变革时代。大数据已经渗透到各个环节，各个角落。
这个世界，就是掩藏在表象之下，被数据所揭示的世界！
数美依托积累的海量数据、科技前沿技术， 极致的工匠精神和对数据的深度理解，提供领先的大数据产品与服务。?
我们正在寻找不平凡的你，和我们一起“发现数据之美”
欢迎投递简历

【关于数美】www.ishumei.com
? ? ? 数美由百度、小米、360等顶尖互联网公司联合投资的大数据公司，致力于利用人工智能技术和海量数据解决金融、互联网等领域广泛存在的欺诈问题，先后推出了信贷反欺诈、内容反欺诈、行为反欺诈等系列产品， ? ? ?
??? ?目前已服务数百家客户，覆盖直播、金融、支付、社交、电商、游戏、O2O等行业。其中包括中信银行、360、小米、58同城、爱奇艺、酷狗、用钱宝、点融、挖财、闪银、熊猫TV、花椒、唱吧等知名企业，并与腾讯云、金山云、七牛云等云服务提供商展开深度合作。
? ? 数美的创始人唐会军在搜索、安全、语音识别等大数据领域拥有十余年研发经验，曾历任百度系统技术负责人、360高级技术总监等职位。创始团队均来自百度、360、小米、宜信、FICO等知名互联网公司，数美核心团队是国内最早一批从事大数据平台与应用研发的团队，曾负责过的大数据平台规模居全球前十。国际顶尖反欺诈技术，拥有十余项专利，同时在安全，反作弊、推荐，广告，语音识别等领域有着丰富的大数据成功应用经验。
? ? ?? ? ??www.ishumei.com

",机器学习,20k-40k,150-500人,B轮,1-3年
49,"['中关村', '万泉河', '北京大学']",发展空间大,北京,北京至信普林科技有限公司,硕士,数据服务,"['金融', '算法', '数据挖掘']","['技能培训', '带薪年假', '绩效奖金', '岗位晋升']","
职位描述：

岗位职责：
1.? 参与金融客户的数据挖掘建模分析项目，能独立完成从数据提取、特征工程、算法实现的全套流程；
2.? 形成算法积累，参与数据模型类产品（风控、精准营销系统）的研发。
岗位要求：
1.? 统招全日制硕士及以上学历（接受应届毕业生），数学、统计、计算机等专业；
2.? 扎实的理论和算法基础，深刻理解常用的机器学习模型（LR／SVM／RF／GBDT等），能够明确客户目标和提出相应的解决方案；
3.? 至少熟练掌握一门编程语言和快速编码能力（Python、Scala）；
4.? 做事严谨踏实，学习能力强，有一定的独立思考和沟通能力。
加分项：
1.? 参加过Kaggle、KDD Cup等竞赛且排名靠前，或者国内外期刊会议发表论文；
2.? 具有分布式平台搭建和应用的经验（Hadoop、Spark等）。

",机器学习工程师,15k-25k,50-150人,A轮,应届毕业生
50,,"免费三餐,公司班车,下午茶",北京,北京金山云网络技术有限公司,本科,"移动互联网,数据服务",[],"['技能培训', '节日礼物', '瑜伽房', '免费班车']","
职位描述：

岗位职责：
负责机器学习平台中算法相关组件的定制化设计与研发，包括常见的机器学习算法及深度学习模型；
参与具体业务场景中机器学习算法和深度学习模型的研发工作；
任职要求：
统招本科以上学历，3年以上工作经验，知名互联网从业经历者优先。
熟悉常用机器学习算法，包括但不限于分类、聚类、回归等，熟练使用Spark MLlib、SparkSQL、SKLearn；
熟悉图像分类、图像检测、图像语义分割等计算机视觉算法，熟悉基于常见深度学习框架（Tensorflow/Caffe/PyTorch/MXNet等）进行模型开发、训练、优化、服务部署的全流程；
熟悉Python、Scala、Java语言中的一种或多种，熟悉Linux开发环境；
了解虚拟化技术docker、k8s，有容器使用经验者优先；
扎实的编程能力，熟悉算法和数据结构，熟悉计算机基础理论；
有强烈上进心，自我驱动，学习适应能力强；

",机器学习研发工程师,20k-40k,500-2000人,D轮及以上,3-5年
51,['朝外'],五险一金+双休,北京,深圳枫雅企业文化传播有限公司,本科,招聘,"['大数据', '算法']",[],"
职位描述：

岗位概述（一句话概述该岗位的职责范畴和价值贡献）：利用机器学习方法解决金融领域的实际业务问题岗位职责1.?利用机器学习方法解决金融领域的实际业务问题；2.?研究非结构化数据在信贷风控领域中的应用；3.?探索深度学习、增强学习、迁移学习等技术在金融业务的应用；4.?跟踪人工智能前沿技术，在实际业务中尝试应用；

",机器学习,20k-35k,15-50人,不需要融资,1-3年
52,"['西溪', '古墩路', '古墩路']","氛围轻松,行业前景好,产品优秀,精英团队",杭州,杭州涂鸦信息技术有限公司,硕士,"移动互联网,硬件",[],"['5星办公环境', '年底奖金', '团队牛B', '五险一金']","
职位描述：

岗位职责：
1.负责基于深度学习的人工智能的算法的研发，并将算法应用到实际场景中；（主要方向：物体识别，人脸识别，行为识别等）

岗位要求：
1.计算机、数学或相关专业硕士及以上学历，或应届硕士研究生、本科生有相关项目经验；
2.熟悉深度学习基础知识，以及工作原理和流程；
3.熟悉深度学习框架的其中一种（比如，caffe，torch，tensorflow，mxnet等）；
4.熟悉C/C++/PYTHON开发，有很强的算法实现能力，具有良好的代码质量和风格；
5.具有较强的算法代码优化能力；
6.发表过高水平的图像、视觉、机器学习相关学术论文/专利者优先；
7.熟练的英文文献阅读能力；

",机器学习/深度学习工程师,25k-50k,500-2000人,C轮,1-3年
53,"['上地', '马连洼', '西二旗']","15薪,大平台,三餐免费,健身房",北京,贝壳找房（北京）科技有限公司,本科,"移动互联网,O2O",[],"['股票期权', '带薪年假', '绩效奖金', '扁平管理']","
职位描述：

工作职责:1.链家网搜索算法架构设计与研发 2.搜索Ranking研究，关注排序效果CTR和转化效果CVR任职资格:1.计算机相关专业统招本科以上学历，2年以上相关工作经验；2.有较强的算法基础和Java\Python\C++编码能力。3.熟悉linux环境，熟悉shell编程；4.具有统计或数据挖掘背景，并对机器学习算法和理论有较深入的研究 ? ? ? ? ?5.在机器学习或数据挖掘方向有较强的积累，熟悉经典的算法并有实践经验，包括LTR、LR、FTRL、SVM、GBDT、Reinforcement Learning、Deep Learning ?6.深入理解全文搜索，熟悉倒排索引、中文分词、排序、Query分析等相关技术；7.熟悉lucene/solr/elastic search至少其中1项，并有深入理解8.有大规模数据挖掘经验者优先

",机器学习,30k-60k,2000人以上,C轮,1-3年
54,,"五险一金,职位晋升,各类补贴",上海,招商银行股份有限公司信用卡中心,本科,"移动互联网,金融",[],"['金融科技银行', '技术创新驱动', '奋斗独立改变', '一年两次调薪']","
职位描述：

工作职责:
1、负责图像识别、语义理解、语音识别相关的算法研究；2、人工智能算法项目实施及优化；3、对业界新应用和技术进展进行跟踪研究；4、负责或参与技术团队的建设和管理。

任职资格：
1、全日制大学本科及以上学历，计算机、自动化、信息工程或相关专业，有机器学习或深度学习研究背景；2、熟悉最新的深度学习和机器学习算法；精通自然语言处理、图像识别等人工智能领域相关理论和算法并具备丰富的工程项目实践经验；精通自然语言处理者优先；3、熟悉大规模数据分析技术，掌握机器学习的相关技术；在统计或机器学习、文本分类或聚类、海量数据处理、分布式计算等方面有一定的理论功底和实践经验；4、熟悉 Linux环境下的Java和 Python编程，有很强的算法实现能力；5、对于原型开发和产品开发中可能遇到的各种新的技术和框架，能迅速熟悉使用，良好的分析解决问题能力；6、有带团队经验和能力，具备良好的沟通能力和团队合作。

",机器学习专家,30k-50k,2000人以上,上市公司,5-10年
55,"['西北旺', '马连洼']",福利好,北京,百度在线网络技术（北京）有限公司,本科,"移动互联网,数据服务",[],"['股票期权', '弹性工作', '五险一金', '免费班车']","
职位描述：

工作职责
-负责百度搜索推广和信息流推广客户优化方向的算法研发工作 -基于大规模用户行为和广告主数据，以效果为目标，建立并优化推荐算法?
-应用机器学习等尖端技术，针对海量信息建模，挖掘潜在商业价值??
-持续优化策略线上效果：相关性、召回率、投放效果等

任职资格
-熟悉Python/C/C++等至少一门常用语言，对数据结构和算法设计有较为深刻的理解?
-熟悉大规模数据挖掘、机器学习、深度学习等相关技术，具备算法、模型实际工作经验?
-良好的逻辑思维能力和对数据、业务的敏感度?
-优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情?
-良好的团队合作精神，较强的沟通能力?

",机器学习/数据挖掘研发工程师,15k-20k,2000人以上,不需要融资,不限
56,"['学院路', '五道口', '中关村']","六险一金,牛人大咖多,水果零食,弹性工作",北京,北京汉迪移动互联网科技股份有限公司,本科,移动互联网,['移动互联网'],"['带薪年假', '定期体检', '文化open', '扁平化管理']","
职位描述：

岗位职责：
欢迎加入iHandy的算法和AI团队：
如果你对图像处理和视频处理感兴趣？
可以加入我们的团队研究图像处理，物体识别，人脸识别，人脸变形和美化，滤镜等。
如果你对推荐算法感兴趣？
可以加入我们的团队研究短视频推荐，游戏推荐，广告推荐，用户画像等。
如果你对自然语言理解感兴趣？
加入我们的团队研究聊天机器人，自动回复，表情推荐等。
如果你对深度学习感兴趣？
你将有机会研究深度神经网络、深度增强学习模型的设计、优化、应用和业界前沿算法研究。
任职要求：
1、统招本科及以上学历，计算机及相关专业；
2、热爱编程，基础扎实，对数据结构和算法设计有较为深刻的理解；
3、喜欢研究算法，对机器学习和AI有浓厚的兴趣；
4、对常用的机器学习技术SVM、回归分析、决策树、贝叶斯网络有了解者优先；
5、良好的沟通能力，较强的抗压能力和解决问题的能力。

",机器学习/算法工程师,20k-30k,150-500人,不需要融资,应届毕业生
57,,"股票期权,精英团队,福利好,团队氛围佳",上海,上海氪信信息技术有限公司,本科,"金融,数据服务",['大数据'],[],"
职位描述：

岗位职责 :
基于kubernetes构建大规模机器学习系统
建立并完善基于图计算的实时反欺诈引擎?
对已有机器学习模型部署系统持续优化

任职要求 :?
全日制985学校本科或以上学历；
有扎实的编程功底，至少熟练掌握python, go, java中的一种;?
熟练掌握常用数据库技术的应用开发，对使用mysql数据库构建高并发、高可用系统有较强的设计能力与实战经验，熟悉常见的性能调优与可扩展性设计，熟悉事务、锁、并发等机制；掌握分布式缓存、消息队列的使用；
熟悉docker, kubenetes等容器解决方案，对构建云原生的大数据应用有一定了解；
熟悉大数据实时处理系统如spark streaming, flink等，对基于这些系统构建实时应用有一定了解；
具备良好的团队合作精神和承压能力，执行力和战斗力强，善于学习和思考，能独立分析和解决问题。

优先条件 :
有大规模分布式、高并发、高可用性系统设计开发经验者优先；
对推荐系统或互联网广告系统等典型机器学习系统实现有深入了解及设计开发经验者优先；

",机器学习系统工程师,10k-20k,50-150人,B轮,不限
58,"['朝阳门', '建国门']","六险一金,年底双薪,出国旅行,包午晚餐",北京,北京创智优品科技有限公司,本科,"移动互联网,游戏","['广告营销', '视频', '算法', '数据挖掘']","['节日礼物', '顶配Mac', '小而美', '扁平管理']","
职位描述：

工作职责：
1、在用户行为、个性化推荐和feed流推荐等算法上进行持续跟进和优化
2、构建对个性化搜索、推荐数据等进行排序的模型，并进行模型优化和效果跟踪
3、对海量用户数据和内容数据进行画像系统构建和持续优化
4、对海量图片、视频、文本数据进行深入挖掘和分析
5、跟踪和探索业界最新算法，并在业务中寻找合适的落地点

任职要求：
1、计算机、数学等相关专业本科以上学历，1-3年数据挖掘或机器学习工作经验
2、有扎实的数据结构和算法基础，熟悉机器学习中LR\SVM\DecisionTree\GBDT等经典算法
3、编程基础扎实，至少熟悉Java、Scala、Python中一种语言，熟悉Linux开发环境
4、熟悉Hadoop、Hive、Spark等分布式数据处理框架，并有一定的实践项目经验
5、熟悉DNN相关算法原理，有Tensorflow\Keras\Pytorch等深度学习框架使用经验者优先
6、有广告、搜索、推荐等算法经验者优先
7、顶级会议论文发表者优先，IJCA、CVPR、KKD等

",机器学习,15k-30k,150-500人,不需要融资,1-3年
59,"['五道口', '学院路', '北航']","技术大牛,弹性工作",北京,神策网络科技（北京）有限公司,本科,数据服务,[],"['节日礼物', '年底双薪', '股票期权', '带薪年假']","
职位描述：

工作职责：
1、分析金融、新闻、短视频等互联网行业的业务问题，调研适合客户需求的机器学习算法，确定评估目标；
2、处理业务数据，完成离线与在线的特征工程；
3、负责机器学习算法研发与调优。
岗位要求：
1、有一年以上的机器学习项目开发经验；
2、熟悉数据挖掘、机器学习等相关知识；
3、能快速学习、研发适用于多种业务场景的机器学习算法；
4、快速学习能力；主动性强。

",机器学习研发工程师,15k-25k,150-500人,C轮,1-3年
